Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Log Return,SMA_20,SMA_50,EMA_12,EMA_26,Rolling Volatility,Month,Quarter,Day of Week
2021-09-20,782.0,790.8499755859375,779.0,779.9249877929688,729.8517456054688,8781610,-0.014094910595781385,-0.014195187223352149,731.5760314941406,708.1492810058594,730.7690735468385,724.6722240399386,0.008417247073990218,9,3,0
2021-09-21,781.0,784.3250122070312,764.4749755859375,775.9749755859375,726.1553955078125,14774996,-0.005064521829141966,-0.005077389985580053,732.2158813476562,708.4440563964844,730.0592769254499,724.7820885931144,0.00847670821293373,9,3,1
2021-09-22,774.5,775.0750122070312,765.0,766.8499755859375,717.6162109375,10582202,-0.011759445186441009,-0.011829134337927457,731.6274963378906,708.7407019042969,728.14495908115,724.2512828408467,0.00871846247564979,9,3,2
2021-09-23,771.0,786.0,771.0,785.0,734.6008911132812,13664304,0.023668194665770415,0.023392445461982346,731.922265625,709.5174133300782,729.1381793937855,725.0179204906566,0.009674172482956997,9,3,3
2021-09-24,789.5,803.9749755859375,787.5,800.7750244140625,749.36328125,20806702,0.020095796663609278,0.019896541183788672,733.015982055664,710.4504040527344,732.2497335255109,726.8212805469043,0.010069077619796741,9,3,4
2021-09-27,807.8499755859375,817.75,804.0,812.5499877929688,760.3822631835938,16415462,0.014704459384790258,0.014597397074745302,734.8092041015625,711.6290417480469,736.5778150113699,729.3072792607331,0.010314759774380084,9,3,0
2021-09-28,816.0,816.0,791.0,807.5250244140625,755.6798095703125,12773790,-0.006184328384505999,-0.006203530552567056,735.9040893554687,712.5119665527344,739.5165834050534,731.2608000244056,0.010096031382798847,9,3,1
2021-09-29,798.5,803.2999877929688,792.5750122070312,796.9249877929688,745.7603759765625,16263036,-0.013126503405444079,-0.013213417373460887,736.195361328125,713.1810620117187,740.4771668775934,732.3348426875283,0.010460820083412837,9,3,2
2021-09-30,793.0,803.1749877929688,791.5499877929688,797.4749755859375,746.2750244140625,15975348,0.0006900989300029359,0.0006898609212297786,736.5661682128906,714.3409802246093,741.3691449601271,733.3674487413456,0.010221716405840822,9,3,3
2021-10-01,791.5,794.5,782.625,791.3499755859375,740.543212890625,11128596,-0.007680561905361705,-0.007710209324407166,736.4187744140625,715.646884765625,741.242078487896,733.8989868264773,0.010355338540187263,10,4,4
2021-10-04,794.5,800.6749877929688,791.7999877929688,792.875,741.9703979492188,7051028,0.0019272137449251048,0.0019253590510611542,736.6457000732422,716.92939453125,741.3541276357919,734.4968691318655,0.010355274723203484,10,4,0
2021-10-05,796.0,798.75,788.125,797.7249755859375,746.5089721679688,10257178,0.006116920878911802,0.006098288461801063,737.34169921875,718.3583557128907,742.1471806407421,735.3866545419472,0.01034918718492201,10,4,1
2021-10-06,798.0,813.4249877929688,793.5,807.4500122070312,755.6096801757812,18600830,0.012191022944282537,0.012117310902833843,738.4096771240235,720.0460656738281,744.2183344153635,736.8846564407497,0.009788609651666115,10,4,2
2021-10-07,813.2999877929688,813.8499755859375,803.5,805.25,753.5509033203125,11265724,-0.002724656538266923,-0.002728375171093424,739.2074401855468,721.6439416503906,745.6541142468941,738.1191932466432,0.009807693842749696,10,4,3
2021-10-08,806.0,811.0,800.0750122070312,801.3250122070312,749.8779296875,7245562,-0.0048742209937359116,-0.004886138751177303,740.0040435791016,723.3784436035156,746.3039320069873,738.9902107607808,0.009856954730029862,10,4,4
2021-10-11,799.9500122070312,822.5,799.5,816.9000244140625,764.4529418945312,13080848,0.019436513104346353,0.019250036513018112,741.8346984863281,725.3955554199218,749.0960873743018,740.8763389929104,0.010356626558658695,10,4,0
2021-10-12,812.5,820.7750244140625,812.5,814.7999877929688,762.4877319335938,8176946,-0.0025707402682854097,-0.0025740502950786256,743.730859375,727.2966271972656,751.1563403834236,742.4771829144424,0.010174923179256643,10,4,1
2021-10-13,818.5,824.0,815.0,819.7000122070312,767.0731811523438,6225644,0.006013800651089474,0.005995789924495098,745.8972259521485,729.3249682617187,753.6050851171037,744.2991087098426,0.010127323580216927,10,4,2
