Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Log Return,SMA_20,SMA_50,EMA_12,EMA_26,Rolling Volatility,Month,Quarter,Day of Week
2021-09-16,768.875,782.1500244140625,768.1500244140625,779.9749755859375,729.8986206054688,10260550,0.008501456840827037,0.008465522973135648,728.9031494140625,707.5147937011719,729.2381366642267,723.1455509877101,0.008571672673118945,9,3,3
2021-09-17,784.5,794.5,779.5999755859375,791.0750122070312,740.2860107421875,20498102,0.014231277938437703,0.01413096391352986,730.5209136962891,707.9588317871094,730.9378095992976,724.415214673227,0.008130058245978638,9,3,4
2021-09-20,782.0,790.8499755859375,779.0,779.9249877929688,729.851806640625,8781610,-0.014094828147706684,-0.01419510359656886,731.576025390625,708.1492663574219,730.7707322210402,724.8179251893305,0.008417277828581891,9,3,0
2021-09-21,781.0,784.3250122070312,764.4749755859375,775.9749755859375,726.1553955078125,14774996,-0.005064605032392033,-0.0050774736123632685,732.2158782958984,708.4440441894532,730.0606804190053,724.9169970647736,0.008476739760277565,9,3,1
2021-09-22,774.5,775.0750122070312,765.0,766.8499755859375,717.6162109375,10582202,-0.011759445186441009,-0.011829134337927457,731.6274932861328,708.7406921386719,728.1461466526199,724.376198092383,0.008718495534041274,9,3,2
2021-09-23,771.0,786.0,771.0,785.0,734.6010131835938,13664304,0.023668364771058714,0.023392611634258726,731.9222747802735,709.5174047851563,729.1392030420005,725.1335918028431,0.009674215539295133,9,3,3
2021-09-24,789.5,803.9749755859375,787.5,800.7750244140625,749.3632202148438,20806702,0.020095544065851456,0.019896293562153604,733.0159881591796,710.4503942871094,732.2505902993611,726.9283790926208,0.010069102744845453,9,3,4
2021-09-27,807.8499755859375,817.75,804.0,812.5499877929688,760.3822021484375,16415462,0.014704460582459111,0.01459739825505829,734.8092102050781,711.6290307617187,736.5785305838344,729.4064400597183,0.010314784331886057,9,3,0
2021-09-28,816.0,816.0,791.0,807.5250244140625,755.6798095703125,12773790,-0.006184248611867171,-0.006203450283521292,735.9040924072266,712.5119555664063,739.5171888894464,731.3526155790215,0.010096049897293423,9,3,1
2021-09-29,798.5,803.2999877929688,792.5750122070312,796.9249877929688,745.7603759765625,16263036,-0.013126503405444079,-0.013213417373460887,736.1953582763672,713.1810510253906,740.4776792105413,732.4198570899505,0.010460837961708332,9,3,2
2021-09-30,793.0,803.1749877929688,791.5499877929688,797.4749755859375,746.2750244140625,15975348,0.0006900989300029359,0.0006898609212297786,736.5661651611329,714.3409704589844,741.3695784726215,733.4461657806254,0.010221731189703947,9,3,3
2021-10-01,791.5,794.5,782.625,791.3499755859375,740.5432739257812,11128596,-0.007680480118950173,-0.007710126904971425,736.4187713623047,715.646875,741.2424546961845,733.9718774950813,0.010355350683783415,10,4,4
2021-10-04,794.5,800.6749877929688,791.7999877929688,792.875,741.9703369140625,7051028,0.0019270487472204945,0.0019251943707171803,736.6457000732422,716.929384765625,741.354436575858,734.5643559705615,0.010355286782761979,10,4,0
2021-10-05,796.0,798.75,788.125,797.7249755859375,746.5089721679688,10257178,0.006117003643006713,0.006098370722709103,737.34169921875,718.3583459472657,742.1474420515674,735.4491423555545,0.010349201919273736,10,4,1
2021-10-06,798.0,813.4249877929688,793.5,807.4500122070312,755.6096801757812,18600830,0.012191022944282537,0.012117310902833843,738.4096801757812,720.0460571289062,744.2185556091387,736.9425155274232,0.009788618792559626,10,4,2
2021-10-07,813.2999877929688,813.8499755859375,803.5,805.25,753.5509033203125,11265724,-0.002724656538266923,-0.002728375171093424,739.2074462890625,721.6439294433594,745.6543014108577,738.1727664750446,0.009807701733845608,10,4,3
2021-10-08,806.0,811.0,800.0750122070312,801.3250122070312,749.8779296875,7245562,-0.0048742209937359116,-0.004886138751177303,740.0040466308594,723.3784301757812,746.304090376495,739.0398156018931,0.00985696424063563,10,4,4
2021-10-11,799.9500122070312,822.5,799.5,816.9000244140625,764.4530029296875,13080848,0.01943659449780233,0.019250116354628335,741.8347045898438,725.3955432128906,749.0962307692938,740.9222739224705,0.01035663871634405,10,4,0
2021-10-12,812.5,820.7750244140625,812.5,814.7999877929688,762.48779296875,8176946,-0.002570740063033372,-0.0025740500892975785,743.7308654785156,727.2966186523438,751.1564711076717,742.5197197777504,0.010174929258955625,10,4,1
2021-10-13,818.5,824.0,815.0,819.7000122070312,767.0731811523438,6225644,0.006013720122312494,0.005995709877103948,745.8972381591797,729.3249597167969,753.6051957299289,744.338494694387,0.010127326378462729,10,4,2
2021-10-14,819.0,845.0,819.0,843.7000122070312,789.5322265625,14757288,0.029278882330910028,0.02885844280528425,748.8789184570312,731.6897180175781,759.1324312426323,747.6861785364695,0.011327562072563052,10,4,3
2021-10-18,852.5,862.5,833.5250244140625,835.1500244140625,781.5311889648438,28856456,-0.010133896158351252,-0.010185593645223394,750.9411773681641,733.6081018066407,762.5783939691263,750.1932163459786,0.011522327255693719,10,4,0
2021-10-19,837.7249755859375,846.2249755859375,835.5,844.3499755859375,790.1405639648438,8987540,0.011016035087995979,0.010955800533719227,753.955615234375,735.5157263183594,766.8187278146213,753.1522791325613,0.011487013270257997,10,4,1
2021-10-20,844.5499877929688,849.375,832.2249755859375,836.9249877929688,783.1922607421875,10908568,-0.008793755870209252,-0.008832649121075248,756.8074584960938,737.2113903808594,769.3377328804007,755.3774629554965,0.011553732315825445,10,4,2
2021-10-21,835.9000244140625,840.9749755859375,830.4249877929688,838.1500244140625,784.3386840820312,9738190,0.001463782773794664,0.0014627124881067665,760.1435821533203,738.82470703125,771.6455715268054,757.5227385944991,0.011554725281685971,10,4,3
2021-10-22,840.0499877929688,854.0,835.375,840.375,786.4208374023438,12175554,0.0026546610062327947,0.002651143617312107,762.7345733642578,740.4445739746094,773.9186893538113,759.6633385061912,0.011546941873342103,10,4,4
