Stock,Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Log Return,SMA_20,SMA_50,EMA_12,EMA_26,Rolling Volatility,Month,Quarter,Day of Week,Risk_Level
BHARTIARTL_NS,2021-09-30,695.7999877929688,709.7999877929688,686.7999877929688,688.2999877929688,672.716796875,13911568,-0.0083561650244523,-0.0083912734896323,674.5220031738281,613.5643359375,682.6445140487314,660.2053026920902,0.0224027192081496,9,3,3,Medium Risk
BHARTIARTL_NS,2021-10-01,687.3499755859375,687.3499755859375,667.6500244140625,675.9000244140625,660.5975952148438,14952128,-0.018015310033069,-0.0181795614142465,675.5816101074219,616.6887426757812,679.2526803819794,660.2343613974793,0.0227014555047239,10,4,4,Medium Risk
BHARTIARTL_NS,2021-10-04,675.0,686.2000122070312,669.7000122070312,681.4000244140625,665.9730834960938,8917898,0.0081373113075013,0.0081043819070856,677.2961242675781,619.51869140625,677.2096654764586,660.6594519233026,0.0224440982210238,10,4,0,Medium Risk
BHARTIARTL_NS,2021-10-05,684.4000244140625,703.4500122070312,680.4000244140625,699.25,683.4188842773438,25598885,0.0261959547819357,0.0258587175787021,680.0676055908203,622.6668579101563,678.164929907364,662.3453358013797,0.0227249352791859,10,4,1,Medium Risk
BHARTIARTL_NS,2021-10-06,705.75,707.9500122070312,688.2000122070312,691.4000244140625,675.7467041015625,10406502,-0.0112261752671554,-0.0112896643798576,681.6903991699219,625.743125,677.7928951680099,663.3380297495414,0.0228574802391518,10,4,2,Medium Risk
BHARTIARTL_NS,2021-10-07,695.75,702.2000122070312,691.2999877929688,692.5,676.8217163085938,8121590,0.0015908508328732,0.0015895867701329,683.4964538574219,628.908046875,677.643483035792,664.3368213465083,0.0226440430717265,10,4,3,Medium Risk
BHARTIARTL_NS,2021-10-08,695.1500244140625,699.5499877929688,688.9000244140625,695.5,679.7537841796875,6297352,0.0043321125791964,0.0043227559922893,684.5713073730469,631.6068469238281,677.9681447502375,665.4788185934104,0.0208606091746349,10,4,4,Medium Risk
BHARTIARTL_NS,2021-10-11,693.0999755859375,696.0499877929688,685.0,690.8499755859375,675.2090454101562,8792050,-0.0066858601971826,-0.0067083106836325,685.0759552001953,634.2291418457031,677.5436679286865,666.1995761353916,0.0209452672734458,10,4,0,Medium Risk
BHARTIARTL_NS,2021-10-12,691.0,698.4000244140625,684.2000122070312,686.3499755859375,670.8109130859375,8579567,-0.0065137343080868,-0.0065350412509805,685.317529296875,636.8690014648438,676.5078594913406,666.5411566502469,0.0198682153099785,10,4,1,Medium Risk
BHARTIARTL_NS,2021-10-13,689.0,696.7999877929688,683.0999755859375,689.9000244140625,674.2805786132812,7062149,0.0051723450821368,0.0051590144526311,684.2312042236329,639.5111010742188,676.165200894716,667.1144471660272,0.0154688007770135,10,4,2,Medium Risk
BHARTIARTL_NS,2021-10-14,693.0,694.0,681.8499755859375,685.7999877929688,670.2734375,9820591,-0.0059428392873517,-0.005960568231824,683.2754974365234,641.7842932128906,675.2587757570674,667.3484464500251,0.0155332104494291,10,4,3,Medium Risk
BHARTIARTL_NS,2021-10-18,700.0,701.9500122070312,679.6500244140625,680.5999755859375,665.191162109375,8574445,-0.0075823911649862,-0.0076112836348732,681.6075927734375,644.0671252441406,673.7099121189608,667.1886476099769,0.0156235977192864,10,4,0,Medium Risk
BHARTIARTL_NS,2021-10-19,699.0,699.0,675.4500122070312,681.0999755859375,665.6798095703125,7328862,0.0007345970433341,0.0007343273589908,680.1176116943359,645.893486328125,672.4745117268611,667.076881829261,0.015415179906576,10,4,1,Medium Risk
BHARTIARTL_NS,2021-10-20,683.4000244140625,713.9000244140625,681.4000244140625,708.4500122070312,692.4105834960938,21217306,0.0401556026508234,0.0393703198951186,679.8826293945312,648.0779443359374,675.5415996913584,668.9534523231005,0.0168436449001948,10,4,2,Medium Risk
BHARTIARTL_NS,2021-10-21,710.9500122070312,712.3499755859375,689.2000122070312,696.0499877929688,680.291259765625,8908979,-0.0175030885132868,-0.0176580787686355,679.0368804931641,650.1859826660157,676.272316625861,669.7932899114355,0.0167807096155563,10,4,3,Medium Risk
BHARTIARTL_NS,2021-10-22,698.5,705.2999877929688,684.25,694.5,678.7764892578125,6587256,-0.0022266499621564,-0.0022291326332277,678.1129913330078,651.8233850097656,676.6575739538536,670.4587120852412,0.0167616242540134,10,4,4,Medium Risk
BHARTIARTL_NS,2021-10-25,693.0,704.0,675.0,691.0999755859375,675.453369140625,9540441,-0.0048957501766465,-0.0049077736201116,676.4185577392578,653.4202270507812,676.4723116748953,670.8286866819363,0.0161021356977207,10,4,0,Medium Risk
BHARTIARTL_NS,2021-10-26,695.0,709.8499755859375,689.0,696.2000122070312,680.4379272460938,10953878,0.0073795739768247,0.0073524781429361,675.1308868408203,655.0726306152344,677.0824063781566,671.5404822792813,0.0160501722771791,10,4,1,Medium Risk
BHARTIARTL_NS,2021-10-27,699.4000244140625,714.6500244140625,694.0,702.3499755859375,686.4486694335938,11878571,0.0088336377894557,0.0087948494717577,675.4338653564453,656.5785498046876,678.5233699251469,672.6447924388599,0.0161157270217779,10,4,2,Medium Risk
BHARTIARTL_NS,2021-10-28,702.75,706.0499877929688,684.4000244140625,689.75,674.1339111328125,8884507,-0.0179398094120314,-0.0181026786282957,675.2212860107422,657.8957360839844,677.8480685724801,672.7550975273008,0.0141801562621264,10,4,3,Medium Risk
BHARTIARTL_NS,2021-10-29,692.2000122070312,701.0,677.0499877929688,685.3499755859375,669.8336181640625,8602343,-0.0063789892449169,-0.0063994219364387,675.0771270751953,659.2746557617188,676.6150762019544,672.5386916485423,0.0141265166028385,10,4,4,Medium Risk
BHARTIARTL_NS,2021-11-01,689.9500122070312,722.7999877929688,689.5999755859375,712.5,696.368896484375,17121001,0.0396147305849512,0.0388501931586012,676.8656921386719,661.2495153808594,679.6541254761729,674.3038920067521,0.015759201913753,11,4,0,Medium Risk
BHARTIARTL_NS,2021-11-02,712.5,723.0999755859375,709.5499877929688,713.9500122070312,697.7860717773438,7725455,0.0020350927505856,0.0020330247545677,678.4563415527343,663.4301977539062,682.443655676353,676.0433127304997,0.0157408754060278,11,4,1,Medium Risk
BHARTIARTL_NS,2021-11-03,725.75,732.5,696.0,699.0999755859375,683.2722778320312,23261507,-0.0207997759375507,-0.0210191384021559,678.4490112304687,665.1488806152344,682.5711360079958,676.5787916269094,0.0161942628967949,11,4,2,Medium Risk
BHARTIARTL_NS,2021-11-04,704.0,704.7999877929688,699.2000122070312,701.0999755859375,685.2269897460938,1064714,0.0028608096325297,0.0028567253044554,678.9230255126953,666.9555859375,682.9797288907802,677.2193988949971,0.01620583260049,11,4,3,Medium Risk
BHARTIARTL_NS,2021-11-08,707.4500122070312,714.9000244140625,704.0,709.0,692.9481201171875,7565546,0.0112679892745537,0.0112049783789932,679.729345703125,669.0634924316406,684.5133275409967,678.3844893559001,0.0163466060718507,11,4,0,Medium Risk
BHARTIARTL_NS,2021-11-09,711.7000122070312,716.4500122070312,705.1500244140625,713.2000122070312,697.0530395507812,5278131,0.0059238481416177,0.0059063711399858,680.5943084716797,671.7437243652344,686.4425140040405,679.7673449258913,0.0160576083002639,11,4,1,Medium Risk
BHARTIARTL_NS,2021-11-10,717.5,738.0,707.3499755859375,735.4500122070312,718.79931640625,15180490,0.031197449292357,0.0307206991063805,682.7738220214844,674.7005908203125,691.4204836043805,682.6586020725845,0.0170409783628087,11,4,2,Medium Risk
BHARTIARTL_NS,2021-11-11,735.0,738.5999755859375,724.25,728.5999755859375,712.1043701171875,7421118,-0.009314068803703,-0.0093577159757966,684.8384948730469,677.0381262207031,694.6026199909661,684.8397700758884,0.015656683305351,11,4,3,Medium Risk
BHARTIARTL_NS,2021-11-12,733.0,745.0,725.25,743.5,726.6671142578125,9207508,0.0204502945800324,0.0202439951535968,687.4578216552734,678.8303662109375,699.5356191089425,687.938091867142,0.0159994920437791,11,4,4,Medium Risk
BHARTIARTL_NS,2021-11-15,740.0,746.0,736.2000122070312,737.5499877929688,720.8517456054688,5454742,-0.0080027959683895,-0.008034990217758,689.9867370605468,680.4612109375,702.8150231853311,690.3761402922033,0.0159914155022664,11,4,0,Medium Risk
BHARTIARTL_NS,2021-11-16,741.3499755859375,742.0499877929688,727.0499877929688,730.2999877929688,713.7659301757812,4639931,-0.009829781883563,-0.0098784131417074,692.4154754638672,681.9484204101562,704.4997781069388,692.1087173206165,0.0156977029079192,11,4,1,Medium Risk
BHARTIARTL_NS,2021-11-17,724.5499877929688,732.3499755859375,716.25,720.0499877929688,703.7479248046875,8002927,-0.0140354210639146,-0.0141348490246974,694.318881225586,683.3897229003907,704.3841083681309,692.9708808379552,0.0159528405945991,11,4,2,Medium Risk
BHARTIARTL_NS,2021-11-18,720.5999755859375,723.4500122070312,708.0,714.3499755859375,698.1769409179688,4469597,-0.0079161638569162,-0.0079476630272107,694.6071990966797,684.7934765625,703.4291595296444,693.3565149179561,0.0153710698697473,11,4,3,Medium Risk
BHARTIARTL_NS,2021-11-22,740.0,755.9500122070312,733.0999755859375,742.0999755859375,725.2987060546875,36884348,0.0388465495595697,0.038111010699253,696.8575714111328,686.4336340332031,706.7937051488818,695.7226031503066,0.0166801932249196,11,4,0,Medium Risk
BHARTIARTL_NS,2021-11-23,745.0,761.0,735.7000122070312,758.9000244140625,741.7184448242188,18240414,0.0226385882567576,0.0223861383877043,700.0046691894531,688.4539904785156,712.1667420220107,699.1297025335593,0.0170787694861346,11,4,1,Medium Risk
BHARTIARTL_NS,2021-11-24,764.0,781.7999877929688,756.25,758.9000244140625,741.7184448242188,21653712,0.0,0.0,703.3179229736328,690.1232250976562,716.713157837735,702.2844241847193,0.0170871433949706,11,4,2,Medium Risk
BHARTIARTL_NS,2021-11-25,759.0499877929688,768.5,752.7999877929688,765.1500244140625,747.8269653320312,8483653,0.0082356324700272,0.0082019047020697,706.6873748779296,691.7774426269531,721.4998974522422,705.6579457511868,0.0170109315423575,11,4,3,Medium Risk
BHARTIARTL_NS,2021-11-26,763.0,763.0,733.0999755859375,738.75,722.024658203125,11142921,-0.0345030445879284,-0.0351123304980617,708.4661743164063,692.8983471679687,721.580629875455,706.8702948217008,0.0183005178252378,11,4,4,Medium Risk
BHARTIARTL_NS,2021-11-29,752.0,755.0,727.0999755859375,739.3499755859375,722.6110229492188,15885643,0.0008121118017672,0.0008117822174054,710.8900299072266,693.4304260253906,721.7391518868033,708.0362746829984,0.0182968283532276,11,4,0,Medium Risk
BHARTIARTL_NS,2021-11-30,740.0,750.2000122070312,722.6500244140625,728.25,711.7623291015625,14272616,-0.0150131862137655,-0.0151270249187064,712.9864654541016,693.8779211425781,720.2042560736893,708.3122787140032,0.0185142974626654,11,4,1,Medium Risk
BHARTIARTL_NS,2021-12-01,733.0,737.4000244140625,718.25,722.25,705.8981323242188,10488561,-0.0082389816622439,-0.0082731096541964,713.4629272460937,694.0248986816406,718.0033139583861,708.1334530555007,0.0185266053977537,12,4,2,Medium Risk
BHARTIARTL_NS,2021-12-02,723.9000244140625,735.7000122070312,714.1500244140625,732.5499877929688,715.9649047851562,11507427,0.0142609421954298,0.0141602115061011,714.3718688964843,694.4346081542968,717.6897125471199,708.7135605910307,0.0186552119327363,12,4,3,Medium Risk
BHARTIARTL_NS,2021-12-03,730.0,734.6500244140625,716.2999877929688,718.3499755859375,702.0864868164062,11024093,-0.0193842154496589,-0.0195745530657365,715.3125793457032,694.5341333007813,715.2892162808563,708.2226662373548,0.0176624197997872,12,4,4,Medium Risk
BHARTIARTL_NS,2021-12-06,718.0,721.9000244140625,693.8499755859375,697.5999755859375,681.8062133789062,8804487,-0.0288857196632004,-0.0293111241693869,715.1415405273438,694.2261328125,710.1379850651716,706.2658919515438,0.0181796808980204,12,4,0,Medium Risk
BHARTIARTL_NS,2021-12-07,702.3499755859375,705.7000122070312,694.0999755859375,698.8499755859375,683.0279541015625,10238693,0.001791917848037,0.0017903142786072,714.6455322265625,693.9416064453125,705.9672110707703,704.5445632219156,0.0181757363876592,12,4,1,Medium Risk
BHARTIARTL_NS,2021-12-08,705.0,719.0,702.2999877929688,715.1500244140625,698.958984375,8296393,0.0233241263081138,0.0230562757974736,714.7408294677734,693.7339453125,704.8890223483442,704.1308166406626,0.0186188163787552,12,4,2,Medium Risk
BHARTIARTL_NS,2021-12-09,716.7999877929688,723.9500122070312,711.0,713.9500122070312,697.7860717773438,9069515,-0.0016780850148239,-0.0016794945766127,713.6901672363281,693.56583984375,703.7962607220364,703.6608355396761,0.018590377688209,12,4,3,Medium Risk
BHARTIARTL_NS,2021-12-10,711.0,718.9000244140625,707.0,710.7000122070312,694.609619140625,4251339,-0.0045521869312007,-0.0045625796859643,712.8154296875,693.8502502441406,702.3829312479731,702.9903750656723,0.0185566284732927,12,4,4,Medium Risk
BHARTIARTL_NS,2021-12-13,715.0,718.4000244140625,698.3499755859375,703.0999755859375,687.181640625,9896899,-0.0106937455384147,-0.0107513345648022,710.8411560058594,694.0261730957031,700.0442711521312,701.8193576996966,0.0183535816982548,12,4,0,Medium Risk
BHARTIARTL_NS,2021-12-14,701.0,706.2999877929688,688.4000244140625,691.5999755859375,675.942138671875,9275631,-0.0163559403928523,-0.0164911754107695,708.5956756591797,694.0906799316406,696.3362507705533,699.9025266605987,0.0185771994607406,12,4,1,Medium Risk
BHARTIARTL_NS,2021-12-15,691.75,694.9000244140625,684.0999755859375,685.4500122070312,669.9313354492188,7674319,-0.0088924818838289,-0.0089322559699824,706.4039459228516,694.2773547363281,692.2739561057325,697.6824384227187,0.0171051849182025,12,4,2,Medium Risk
BHARTIARTL_NS,2021-12-16,689.9000244140625,689.9000244140625,677.5999755859375,681.4000244140625,665.9730834960938,9633006,-0.0059084442593968,-0.0059259681763315,704.5152038574219,694.2773547363281,688.2276680119419,695.3335973170427,0.0171156856686494,12,4,3,Medium Risk
BHARTIARTL_NS,2021-12-17,681.0,685.7000122070312,661.0999755859375,666.0499877929688,650.9705200195312,13850460,-0.0225272820303863,-0.0227848975176179,702.1548828125,693.6283874511719,682.4957990900326,692.047443443153,0.0171859205551655,12,4,4,Medium Risk
BHARTIARTL_NS,2021-12-20,659.1500244140625,661.1500244140625,645.0999755859375,658.25,643.3471069335938,11812939,-0.0117108422754824,-0.011779954292052,698.0573028564453,692.9803955078125,676.4729233736574,688.4400111091117,0.0172650140427482,12,4,0,Medium Risk
BHARTIARTL_NS,2021-12-21,663.9500122070312,670.9000244140625,659.2000122070312,667.0,651.8990478515625,8084499,0.0132928878140605,0.0132053126120744,693.5663330078125,692.4819421386719,672.692327139489,685.7332730900339,0.0173223598246358,12,4,1,Medium Risk
BHARTIARTL_NS,2021-12-22,667.0,686.0,667.0,684.75,669.2471923828125,8522226,0.026611704048999,0.0262637718671145,689.9427703857422,692.2718103027344,672.1623064076927,684.512081926536,0.0180409887065317,12,4,2,Medium Risk
BHARTIARTL_NS,2021-12-23,689.0,689.0,675.5,678.75,663.3829956054688,5602466,-0.0087623778539356,-0.0088009932272463,685.720571899414,692.0352893066406,670.8116432073505,682.9469644212718,0.0170124318659878,12,4,3,Medium Risk
BHARTIARTL_NS,2021-12-24,682.0999755859375,682.8499755859375,672.6500244140625,677.0499877929688,661.7214965820312,3756020,-0.0025045848845146,-0.0025077266041351,682.7054138183594,691.8535009765625,669.4131591111475,681.374707544291,0.016964173085639,12,4,4,Medium Risk
BHARTIARTL_NS,2021-12-27,674.9500122070312,678.3499755859375,668.6500244140625,675.75,660.450927734375,3658572,-0.0019200960739813,-0.0019219418215014,679.5974090576171,691.5769079589844,668.0343542839518,679.8247979287418,0.0164121532991405,12,4,0,Medium Risk
BHARTIARTL_NS,2021-12-28,679.8499755859375,683.5,675.0499877929688,680.0499877929688,664.6536254882812,3892590,0.0063633762591919,0.0063432154624406,677.2419738769531,691.46451171875,667.5142421615409,678.7010073775966,0.0164721366421374,12,4,1,Medium Risk
BHARTIARTL_NS,2021-12-29,679.9500122070312,683.5,675.0,676.8499755859375,661.5260620117188,3847574,-0.0047055539255727,-0.0047166598979767,675.0233703613281,691.3912097167969,666.5929836769529,677.4287892023464,0.0164207606727348,12,4,2,Medium Risk
BHARTIARTL_NS,2021-12-30,677.5,685.7999877929688,674.2000122070312,679.3499755859375,663.9694213867188,5701612,0.0036935194473965,0.0036867151538227,672.4235961914062,691.357001953125,666.1893587092246,676.4317989937814,0.0163062112764943,12,4,3,Medium Risk
BHARTIARTL_NS,2021-12-31,680.5,694.0999755859375,680.0,683.7999877929688,668.3186645507812,4598628,0.006550366664445,0.0065290062410554,670.735205078125,690.8751635742187,666.5169442233102,675.8308260720777,0.0163332746555157,12,4,4,Medium Risk
BHARTIARTL_NS,2022-01-03,687.7999877929688,692.5999755859375,683.0999755859375,691.2999877929688,675.6488647460938,2939833,0.0109681213231409,0.0109084077144312,670.4273376464844,690.7823156738282,667.9218550729693,675.8173474553381,0.0146779680333633,1,1,0,Medium Risk
BHARTIARTL_NS,2022-01-04,692.25,703.25,690.4000244140625,697.4500122070312,681.65966796875,6473875,0.0088963417779368,0.0088570024745244,670.3589233398437,690.8399792480469,670.0353647492432,676.250111937813,0.0140763515335566,1,1,1,Medium Risk
BHARTIARTL_NS,2022-01-05,700.9000244140625,702.75,691.75,700.0,684.15185546875,4586105,0.0036560583192877,0.003649391183421,669.6185668945312,691.0139489746093,672.2071325522442,676.835426273438,0.0141164328579416,1,1,2,Medium Risk
BHARTIARTL_NS,2022-01-06,702.0,720.5,700.0,710.4000244140625,694.3164672851562,21642414,0.0148572451205908,0.0147479574008985,669.4450866699219,691.2915197753906,675.6085686649999,678.130318200232,0.0143415508074972,1,1,3,Medium Risk
BHARTIARTL_NS,2022-01-07,713.9000244140625,715.1500244140625,701.4500122070312,704.7000122070312,688.7454833984375,4315015,-0.0080236954605179,-0.0080560585354939,669.1518798828125,691.3374560546876,677.6296324701442,678.9166267334323,0.0130527902096553,1,1,4,Medium Risk
BHARTIARTL_NS,2022-01-10,705.4000244140625,711.3499755859375,703.6500244140625,704.9500122070312,688.9899291992188,3565324,0.000354914560855,0.0003548515935804,669.2422943115234,691.6345764160156,679.3773704284633,679.6627972864535,0.0130502771908839,1,1,0,Medium Risk
BHARTIARTL_NS,2022-01-11,703.0,709.5499877929688,694.5999755859375,703.4500122070312,687.5238037109375,10642484,-0.0021279345693561,-0.0021302018390939,669.8213775634765,691.9883801269531,680.6306678565363,680.2450940586375,0.0127999903327438,1,1,1,Medium Risk
BHARTIARTL_NS,2022-01-12,707.9500122070312,732.7000122070312,704.2000122070312,730.2000122070312,713.6681518554688,12366953,0.0380268261308425,0.0373216284664333,672.0082183837891,692.334365234375,685.713357702526,682.7208761176621,0.0145716235306589,1,1,2,Medium Risk
BHARTIARTL_NS,2022-01-13,729.0,735.6500244140625,726.1500244140625,731.7999877929688,715.23193359375,5829874,0.0021911889079195,0.0021887917546096,674.4711608886719,692.6832824707031,690.2546770704066,685.1291025973723,0.0143424644780686,1,1,3,Medium Risk
BHARTIARTL_NS,2022-01-14,729.9500122070312,730.9000244140625,718.4500122070312,720.5999755859375,704.2855224609375,5344096,-0.0153047013404605,-0.0154230271283843,677.1369110107422,693.1035473632812,692.4132686689499,686.5480966613401,0.01417000787295,1,1,4,Medium Risk
BHARTIARTL_NS,2022-01-17,720.0,734.75,719.5499877929688,728.5999755859375,712.1043701171875,4340924,0.011101815111759,0.0110406422988082,680.5747741699219,693.6410949707031,695.4426688917556,688.4411539543659,0.0131861846692907,1,1,0,Medium Risk
BHARTIARTL_NS,2022-01-18,727.0,730.7000122070312,712.5499877929688,714.3499755859375,698.1769409179688,4312058,-0.0195581290940916,-0.0197519202577767,682.8886688232421,693.7456713867188,695.8633261265576,689.1623233590772,0.0137364290644949,1,1,1,Medium Risk
BHARTIARTL_NS,2022-01-19,714.0,715.0,701.7000122070312,703.7000122070312,687.7681884765625,5879490,-0.0149084735278147,-0.0150207218505394,683.8147186279297,693.5599743652343,694.6179203342506,689.0590541085206,0.0133447379305335,1,1,2,Medium Risk
BHARTIARTL_NS,2022-01-20,706.0,719.6500244140625,705.25,715.4000244140625,699.2033081054688,4812496,0.0166264154412776,0.0164897097982165,685.6057342529297,693.1680541992188,695.3233646067457,689.8104803305168,0.013700480504066,1,1,3,Medium Risk
BHARTIARTL_NS,2022-01-21,709.5999755859375,714.0,689.3499755859375,695.25,679.5094604492188,6704622,-0.0281661248280011,-0.0285703994454041,686.4951324462891,692.5161560058593,692.8904562748185,689.047441820791,0.0146274019856525,1,1,4,Medium Risk
BHARTIARTL_NS,2022-01-24,690.2999877929688,707.0,677.3499755859375,689.9000244140625,674.2805786132812,11091633,-0.0076950832038169,-0.0077248431249243,687.1866149902344,691.4684252929687,690.0273981730435,687.9536001017162,0.0145663741231286,1,1,0,Medium Risk
BHARTIARTL_NS,2022-01-25,684.0,720.4500122070312,682.1500244140625,711.8499755859375,695.7335815429688,14128764,0.0318161365018216,0.0313204888821459,688.7406127929687,690.9660620117188,690.9052725376474,688.5298950232905,0.0153932338366531,1,1,1,Medium Risk
BHARTIARTL_NS,2022-01-27,706.5,716.0,701.5,707.25,691.2377319335938,8937312,-0.0064620276045957,-0.0064829968898584,690.2261962890625,690.515498046875,690.9564201370238,688.7304755351648,0.0153452793095219,1,1,3,Medium Risk
BHARTIARTL_NS,2022-01-28,714.9000244140625,754.0,701.6500244140625,715.7999877929688,699.5941772460938,21450677,0.012089104697923,0.0120166151097428,692.0074340820313,690.4324230957031,692.2853058461114,689.5351941804188,0.0154111802108164,1,1,4,Medium Risk
BHARTIARTL_NS,2022-01-31,728.0,735.0,719.5499877929688,729.2999877929688,712.7884521484375,10745370,0.0188598981116197,0.0186842552017864,694.230923461914,690.7246533203125,695.4396360464692,691.2576577336054,0.0150095266136009,1,1,0,Medium Risk
BHARTIARTL_NS,2022-02-01,733.0,735.0,718.2999877929688,723.0499877929688,706.6800537109375,4814511,-0.0085697213795881,-0.0086066525866586,695.7824829101562,690.3522802734375,697.168931071772,692.4000574356301,0.0149130255246938,2,1,1,Medium Risk
BHARTIARTL_NS,2022-02-02,726.0999755859375,731.75,720.5,725.0499877929688,708.634765625,3286577,0.0027660493653356,0.0027622308905623,697.1312377929687,689.6906066894531,698.9329056184224,693.6026284126203,0.0147917207970129,2,1,2,Medium Risk
BHARTIARTL_NS,2022-02-03,726.0,729.0,718.5,721.6500244140625,705.3118286132812,3651578,-0.0046892096929339,-0.0047002385278925,698.1892364501953,688.9624743652344,699.9142783868622,694.4699765756322,0.0141508681313856,2,1,3,Medium Risk
BHARTIARTL_NS,2022-02-04,721.0999755859375,723.25,716.5,720.2000122070312,703.8945922851562,3284198,-0.0020093755281425,-0.002011397031576,698.6681427001953,688.0838269042969,700.5266343712151,695.1680962578192,0.0140294680986906,2,1,4,Medium Risk
BHARTIARTL_NS,2022-02-07,718.0,720.0999755859375,699.5,706.5,690.5047607421875,6833983,-0.0190224952567107,-0.0192057506243513,698.7561065673829,687.4534289550782,698.9848076590571,694.8226639974021,0.0145304734669949,2,1,0,Medium Risk
BHARTIARTL_NS,2022-02-08,711.2000122070312,714.7000122070312,701.0,708.9000244140625,692.8504028320312,7167684,0.0033969962601307,0.0033912395017756,698.9491302490235,686.8582165527343,698.0410530702839,694.676570577745,0.0145194663363399,2,1,1,Medium Risk
BHARTIARTL_NS,2022-02-09,707.0999755859375,726.0999755859375,702.1500244140625,719.3499755859375,703.0638427734375,10185173,0.0147411907385184,0.0146335954856068,699.7261322021484,686.6842468261718,698.813789947692,695.2978499996482,0.0146918155569838,2,1,2,Medium Risk
BHARTIARTL_NS,2022-02-10,722.9500122070312,726.9500122070312,708.5999755859375,724.0499877929688,707.6574096679688,6074014,0.0065336412073342,0.0065123894907898,699.4255950927734,686.7194323730469,700.1743468277347,696.2133729380423,0.0146587622020648,2,1,3,Medium Risk
BHARTIARTL_NS,2022-02-11,721.7000122070312,725.4000244140625,710.9000244140625,715.1500244140625,698.958984375,5646980,-0.0122918592727659,-0.0123680289968943,698.611947631836,686.3793139648437,699.9873679888525,696.4167515630022,0.0148969516889933,2,1,4,Medium Risk
BHARTIARTL_NS,2022-02-14,704.0,704.0,685.0,689.7000122070312,674.0850830078125,7441445,-0.0355870686595858,-0.0362357240752467,697.1019256591796,685.8192858886719,696.0024010686924,694.7625538922474,0.0163510968333262,2,1,0,Medium Risk
BHARTIARTL_NS,2022-02-15,696.0,713.0999755859375,686.5999755859375,711.5499877929688,695.4404296875,4650249,0.0316804914068096,0.0311890177729879,696.2687286376953,686.0919702148437,695.9159439331244,694.8127669141179,0.0172259157358251,2,1,1,Medium Risk
BHARTIARTL_NS,2022-02-16,717.4000244140625,728.2000122070312,708.0,721.7999877929688,705.4583129882812,5433910,0.0144050919002263,0.0143023243059571,696.6327972412109,686.5405773925781,697.3840007108408,695.6013258825744,0.0173408014706141,2,1,2,Medium Risk
