Date,Open,High,Low,Close,Adj Close,Volume
2021-07-06,748.5,770.0,748.0,767.3499755859375,718.0841064453125,17669032
2021-07-07,767.0,772.6749877929688,763.8499755859375,769.75,720.330078125,9629190
2021-07-08,762.5,768.8499755859375,756.7249755859375,760.2249755859375,711.41650390625,8420922
2021-07-09,756.2750244140625,758.0,748.75,751.0,702.7838134765625,10695842
2021-07-12,751.0,751.0,742.0,743.5,695.765380859375,14458978
2021-07-13,748.0499877929688,753.0499877929688,742.0499877929688,750.9249877929688,702.7137451171875,18178142
2021-07-14,748.75,753.6749877929688,745.5499877929688,749.5750122070312,701.4503784179688,9788494
2021-07-15,752.5,763.375,749.8250122070312,760.3499755859375,711.5335693359375,10438802
2021-07-16,763.9749755859375,764.9749755859375,759.4000244140625,761.1749877929688,712.3056030273438,5170628
2021-07-19,743.5,744.4249877929688,733.0,735.5,688.279052734375,25111600
2021-07-20,721.0,727.0,718.0750122070312,721.5750122070312,675.248046875,24174250
2021-07-22,728.0499877929688,734.25,722.5,724.3499755859375,677.8448486328125,13207114
2021-07-23,725.75,728.7249755859375,717.6500244140625,721.375,675.0609130859375,13126684
2021-07-26,715.0,722.0,714.0499877929688,717.2750244140625,671.22412109375,13167166
2021-07-27,718.0499877929688,724.9500122070312,718.0499877929688,719.875,673.6572875976562,22401430
2021-07-28,717.5250244140625,719.3499755859375,702.0,708.6500244140625,663.1528930664062,20670342
2021-07-29,714.125,714.9749755859375,706.6500244140625,709.125,663.5973510742188,13702230
2021-07-30,709.5,715.875,703.9749755859375,713.2249755859375,667.4340209960938,11655488
2021-08-02,717.5,717.5,708.125,711.3250122070312,665.6561279296875,13258786
2021-08-03,705.0,719.9500122070312,705.0,717.3499755859375,671.2943115234375,12033120
2021-08-04,720.5,737.25,720.0,732.6500244140625,685.6119995117188,22053948
2021-08-05,733.5499877929688,753.5250244140625,728.7000122070312,742.4249877929688,694.7593383789062,18822408
2021-08-06,741.7750244140625,750.0,737.0,746.3250122070312,698.4090576171875,13339270
2021-08-09,746.0,753.6749877929688,738.0,751.9500122070312,703.6728515625,10998048
2021-08-10,744.5,759.875,744.5,753.8250122070312,705.427490234375,14838346
2021-08-11,757.4500122070312,759.4249877929688,745.5250244140625,747.4749755859375,699.4851684570312,12585786
2021-08-12,748.5,753.7999877929688,744.6500244140625,750.7000122070312,702.5031127929688,8597674
2021-08-13,750.5999755859375,765.5,750.5,763.0999755859375,714.1069946289062,16658428
2021-08-16,763.0750122070312,767.5,760.7249755859375,765.2999877929688,716.165771484375,6252778
2021-08-17,758.5999755859375,762.0,752.6500244140625,757.3250122070312,708.7027587890625,8282666
2021-08-18,778.3499755859375,782.6749877929688,754.1749877929688,756.5,707.9307250976562,22985932
2021-08-20,743.0250244140625,759.9000244140625,743.0250244140625,757.375,708.7495727539062,13150406
2021-08-23,764.9249877929688,766.5750122070312,754.3250122070312,762.2999877929688,713.3583374023438,10843054
2021-08-24,765.0,782.25,763.7249755859375,779.4249877929688,729.3839111328125,18381314
2021-08-25,776.0499877929688,782.4000244140625,774.0,778.7000122070312,728.7053833007812,7727974
2021-08-26,775.0,785.5,771.7249755859375,777.4000244140625,727.4889526367188,11119002
2021-08-27,776.0,779.3250122070312,772.625,774.2249755859375,724.5177612304688,6382138
2021-08-30,777.7999877929688,785.0,775.7999877929688,784.125,733.7821655273438,9049166
2021-08-31,781.75,791.6749877929688,781.0999755859375,790.7000122070312,739.93505859375,12062576
2021-09-01,787.5,799.0,787.25,789.5499877929688,738.85888671875,12422558
2021-09-02,787.0499877929688,796.0,785.625,794.5,743.4911499023438,9618524
2021-09-03,793.0499877929688,799.0,784.1500244140625,788.0250244140625,737.4317626953125,10735334
2021-09-06,789.9749755859375,790.4749755859375,780.9749755859375,782.8499755859375,732.5889892578125,7876896
2021-09-07,781.25,791.0,777.5999755859375,784.625,734.2500610351562,7245496
2021-09-08,785.9749755859375,790.25,782.7999877929688,788.2000122070312,737.5955810546875,6724080
2021-09-09,787.0,789.7249755859375,780.5,784.2999877929688,733.9459228515625,8250948
2021-09-13,781.0,792.0,776.8250122070312,777.7750244140625,727.83984375,8959164
2021-09-14,780.0,782.25,773.2999877929688,774.2750244140625,724.5645751953125,9758506
2021-09-15,767.5,777.4000244140625,767.5,773.4000244140625,723.7457275390625,14822998
2021-09-16,768.875,782.1500244140625,768.1500244140625,779.9749755859375,729.8986206054688,10260550
2021-09-17,784.5,794.5,779.5999755859375,791.0750122070312,740.2860107421875,20498102
2021-09-20,782.0,790.8499755859375,779.0,779.9249877929688,729.851806640625,8781610
2021-09-21,781.0,784.3250122070312,764.4749755859375,775.9749755859375,726.1553955078125,14774996
2021-09-22,774.5,775.0750122070312,765.0,766.8499755859375,717.6162109375,10582202
2021-09-23,771.0,786.0,771.0,785.0,734.6010131835938,13664304
2021-09-24,789.5,803.9749755859375,787.5,800.7750244140625,749.3632202148438,20806702
2021-09-27,807.8499755859375,817.75,804.0,812.5499877929688,760.3822021484375,16415462
2021-09-28,816.0,816.0,791.0,807.5250244140625,755.6798095703125,12773790
2021-09-29,798.5,803.2999877929688,792.5750122070312,796.9249877929688,745.7603759765625,16263036
2021-09-30,793.0,803.1749877929688,791.5499877929688,797.4749755859375,746.2750244140625,15975348
2021-10-01,791.5,794.5,782.625,791.3499755859375,740.5432739257812,11128596
2021-10-04,794.5,800.6749877929688,791.7999877929688,792.875,741.9703369140625,7051028
2021-10-05,796.0,798.75,788.125,797.7249755859375,746.5089721679688,10257178
2021-10-06,798.0,813.4249877929688,793.5,807.4500122070312,755.6096801757812,18600830
2021-10-07,813.2999877929688,813.8499755859375,803.5,805.25,753.5509033203125,11265724
2021-10-08,806.0,811.0,800.0750122070312,801.3250122070312,749.8779296875,7245562
2021-10-11,799.9500122070312,822.5,799.5,816.9000244140625,764.4530029296875,13080848
2021-10-12,812.5,820.7750244140625,812.5,814.7999877929688,762.48779296875,8176946
2021-10-13,818.5,824.0,815.0,819.7000122070312,767.0731811523438,6225644
2021-10-14,819.0,845.0,819.0,843.7000122070312,789.5322265625,14757288
2021-10-18,852.5,862.5,833.5250244140625,835.1500244140625,781.5311889648438,28856456
2021-10-19,837.7249755859375,846.2249755859375,835.5,844.3499755859375,790.1405639648438,8987540
2021-10-20,844.5499877929688,849.375,832.2249755859375,836.9249877929688,783.1922607421875,10908568
2021-10-21,835.9000244140625,840.9749755859375,830.4249877929688,838.1500244140625,784.3386840820312,9738190
2021-10-22,840.0499877929688,854.0,835.375,840.375,786.4208374023438,12175554
2021-10-25,845.0,845.0,806.9000244140625,828.5,775.3081665039062,16426766
2021-10-26,825.0,836.9249877929688,823.1749877929688,826.375,773.3196411132812,12090656
